province,region,year,dead,injured/ill,missing,affected_families,affected_persons,dmg_house_totally,dmg_house_partial,cost_agri,cost_infra,cost_house,cost_priv,cost_others,cost_total
Iloilo,VI,2011,7,28,0,3821,21916,40,88,0.0,36190000.0,0.0,0.0,0.0,36190000.0
Negros Occidental,VI,2011,0,0,0,2451,9539,12,4,2509000.0,15000000.0,0.0,0.0,0.0,17509000.0
Aklan,VI,2011,0,0,0,0,0,0,0,0.0,14500000.0,0.0,0.0,0.0,14500000.0
Antique,VI,2011,0,0,0,2,12,1,0,0.0,10000000.0,0.0,0.0,0.0,10000000.0
Guimaras,VI,2011,0,0,0,0,0,0,0,0.0,2500000.0,0.0,0.0,0.0,2500000.0
Capiz,VI,2011,0,1,0,10302,51502,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cebu,VII,2011,3,3,0,2289,11429,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Negros Oriental,VII,2011,39,33,12,16573,77172,1499,6583,0.0,200000.0,0.0,0.0,0.0,200000.0
Siquijor,VII,2011,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bohol,VII,2011,2,4,1,2000,10000,0,0,0.0,500000.0,0.0,0.0,0.0,500000.0
Eastern Samar,VIII,2011,0,0,4,2850,14250,0,45,0.0,0.0,0.0,0.0,0.0,0.0
Leyte,VIII,2011,2,0,0,1372,6860,1,4,0.0,23500000.0,0.0,0.0,0.0,23500000.0
Northern Samar,VIII,2011,3,4,0,12474,66366,9,1364,0.0,28060000.0,0.0,0.0,0.0,28060000.0
Samar,VIII,2011,1,0,0,723,3020,18,129,0.0,0.0,0.0,0.0,0.0,0.0
Biliran,VIII,2011,1,0,0,3442,20061,3,0,800000.0,0.0,0.0,0.0,0.0,800000.0
Southern Leyte,VIII,2011,0,0,0,406,1832,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga del Sur,IX,2011,1,0,0,1491,8258,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga del Norte,IX,2011,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga,IX,2011,0,0,0,11638,64956,15,7,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,IX,2011,11,0,0,0,0,0,0,4528600.0,4950000.0,0.0,0.0,0.0,9478600.0
Bukidnon,X,2011,42,2,57,2523,13002,398,155,77753849.5,36376310.0,0.0,0.0,0.0,114130159.5
Lanao del Norte,X,2011,490,1158,3,20872,93400,3945,14874,37447176.0,645278102.0,0.0,0.0,0.0,682725278.0
Misamis Oriental,X,2011,674,2907,162,47927,286857,7469,13059,188353467.0,851643047.0,0.0,0.0,0.0,1039996514.0
Misamis Occidental,X,2011,0,0,0,0,0,24,63,203885000.0,2199823.0,0.0,0.0,0.0,206084823.0
Davao del Norte,XI,2011,0,0,0,10125,50625,27,0,5526358.0,5488125.0,0.0,0.0,0.0,11014483.0
Compostela Valley,XI,2011,5,0,0,502,2510,16,2,0.0,0.0,0.0,0.0,0.0,0.0
South Cotabato,XII,2011,0,0,0,57,232,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,CARAGA,2011,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Dinagat Islands,CARAGA,2011,0,0,0,40,184,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Sur,CARAGA,2011,0,0,0,565,2825,15,0,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Sur,CARAGA,2011,1,2,0,2080,10651,204,2708,1551400.0,15436000.0,0.0,0.0,0.0,16987400.0
Las Piñas,NCR,2011,2,0,0,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Muntinlupa,NCR,2011,0,2,0,341,1658,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Taguig,NCR,2011,0,0,0,2023,8843,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Caloocan,NCR,2011,1,3,0,452,2210,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Makati,NCR,2011,0,0,0,170,680,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malabon,NCR,2011,0,0,0,1986,9141,0,0,0.0,6945000.0,0.0,0.0,0.0,6945000.0
Mandaluyong,NCR,2011,0,0,0,117,485,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manila,NCR,2011,0,17,0,2554,11796,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marikina,NCR,2011,0,0,0,12033,54017,0,0,0.0,150000.0,0.0,0.0,0.0,150000.0
Pasay,NCR,2011,0,0,0,810,3965,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pasig,NCR,2011,0,0,0,2787,11149,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon,NCR,2011,3,8,0,5122,24202,0,22,0.0,0.0,0.0,0.0,0.0,0.0
San Juan,NCR,2011,0,0,0,91,412,1,0,0.0,13000.0,0.0,0.0,0.0,13000.0
Valenzuela,NCR,2011,4,2,1,2416,9985,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Navotas,NCR,2011,0,0,0,2854,12995,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Parañaque,NCR,2011,0,0,0,535,2140,0,0,1980000.0,1100000.0,0.0,0.0,0.0,3080000.0
Pateros,NCR,2011,0,0,0,7,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Benguet,CAR,2011,14,24,2,1097,4670,45,250,110829675.0,89919000.0,0.0,0.0,0.0,200748675.0
Mountain Province,CAR,2011,2,1,0,3883,17515,8,248,167432905.0,61463000.0,0.0,0.0,0.0,228895905.0
Apayao,CAR,2011,1,1,0,5710,30761,4,307,215340654.0,24490000.0,0.0,0.0,0.0,239830654.0
Ifugao,CAR,2011,9,21,1,1913,9618,126,1720,419188960.32,3400000.0,0.0,0.0,0.0,422588960.32
Abra,CAR,2011,5,2,2,3347,15943,6,149,74750640.0,40700000.0,0.0,0.0,0.0,115450640.0
Kalinga,CAR,2011,0,2,1,5365,28500,11,372,242837880.0,55587000.0,0.0,0.0,0.0,298424880.0
Lanao del Sur,ARMM,2011,4,0,7,27432,139879,56,151,0.0,0.0,0.0,0.0,0.0,0.0
Ilocos Norte,I,2012,2,0,0,6994,31517,3,32,51050.0,23725000.0,0.0,0.0,0.0,23776050.0
Ilocos Sur,I,2012,5,12,0,990,4836,1,14,5284000.3100000005,16180000.0,0.0,0.0,0.0,21464000.31
La Union,I,2012,7,5,0,28895,125564,3,32,1131068.6,59700000.0,0.0,0.0,0.0,60831068.6
Pangasinan,I,2012,2,0,2,10202,51456,1,1,7940870.0,5000000.0,0.0,0.0,0.0,12940870.0
without breakdown,I,2012,0,0,0,0,0,0,0,204967554.87,0.0,0.0,0.0,0.0,204967554.87
La Union,II,2012,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Batanes,II,2012,0,0,0,0,0,0,0,0.0,18930000.0,0.0,0.0,0.0,18930000.0
Cagayan,II,2012,1,0,0,1081,4837,0,0,66004738.81,0.0,0.0,0.0,0.0,66004738.81
Isabela,II,2012,0,0,0,3656,0,0,0,1691100.0,0.0,0.0,0.0,0.0,1691100.0
Bulacan,III,2012,4,1,0,43287,196787,6,6,37369159.1,0.0,0.0,0.0,0.0,37369159.1
Bataan,III,2012,3,0,1,44999,198386,20,40,2607426.0,0.0,0.0,0.0,0.0,2607426.0
Nueva Ecija,III,2012,0,0,0,1892,9354,2,2,0.0,0.0,0.0,0.0,0.0,0.0
Pampanga,III,2012,1,0,0,30491,119716,0,0,27141056.0,0.0,0.0,0.0,0.0,27141056.0
Tarlac,III,2012,0,0,0,88,304,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zambales,III,2012,1,0,0,7943,33422,23,47,312409.8,0.0,0.0,0.0,0.0,312409.8
Cavite,CALABARZON,2012,2,4,0,41674,200564,172,1925,2303000.0,0.0,0.0,0.0,0.0,2303000.0
Laguna,CALABARZON,2012,4,6,0,2724,16840,1,0,20371050.0,0.0,0.0,0.0,0.0,20371050.0
Rizal,CALABARZON,2012,2,0,0,5573,24092,10,4,8332347.0,0.0,0.0,0.0,0.0,8332347.0
Batangas,CALABARZON,2012,10,0,0,3385,14413,174,589,0.0,4365384.0,0.0,0.0,0.0,4365384.0
Quezon,CALABARZON,2012,1,0,0,873,4294,35,168,0.0,0.0,0.0,0.0,0.0,0.0
Occidental Mindoro,MIMAROPA,2012,1,0,0,7978,38937,242,491,66317233.2,47810000.0,0.0,0.0,0.0,114127233.2
Oriental Mindoro,MIMAROPA,2012,3,4,3,8879,40572,118,1680,61890651.25,32852000.0,0.0,0.0,0.0,94742651.25
Palawan,MIMAROPA,2012,4,0,8,1317,6423,876,429,99742150.0,475000.0,0.0,0.0,0.0,100217150.0
Romblon,MIMAROPA,2012,7,11,1,1359,5690,29,201,0.0,8700000.0,0.0,0.0,0.0,8700000.0
Marinduque,MIMAROPA,2012,2,2,2,436,2236,5,0,1899970.0,53000000.0,0.0,0.0,0.0,54899970.0
without breakdown,MIMAROPA,2012,0,0,0,0,0,0,0,0.0,100000.0,0.0,0.0,0.0,100000.0
Camarines Sur,V,2012,4,1,0,11046,57021,0,0,81744580.25,0.0,0.0,0.0,0.0,81744580.25
Masbate,V,2012,1,0,0,736,4147,27,411,5895727.5,0.0,0.0,0.0,0.0,5895727.5
Sorsogon,V,2012,0,0,0,535,797,5,67,1170457.5,0.0,0.0,0.0,0.0,1170457.5
without breakdown,V,2012,0,0,0,0,0,0,0,0.0,13575000.0,0.0,0.0,0.0,13575000.0
Albay,V,2012,0,0,0,3001,14991,0,0,3979566.25,0.0,0.0,0.0,0.0,3979566.25
Catanduanes,V,2012,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camarines Norte,V,2012,0,0,0,66,330,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Aklan,VI,2012,6,4,0,21167,98626,312,1309,42299716.4,87268000.0,0.0,0.0,0.0,129567716.4
Antique,VI,2012,1,3,0,2075,10923,234,846,5041143.0,0.0,0.0,0.0,0.0,5041143.0
Capiz,VI,2012,2,1,0,20561,85462,165,720,210326694.22,77000000.0,0.0,0.0,0.0,287326694.22
Iloilo,VI,2012,4,8,1,49692,256752,2912,9517,49502454.43,414541000.0,0.0,0.0,0.0,464043454.43
Negros Occidental,VI,2012,1,0,0,4833,20390,287,1920,11563095.0,9120000.0,0.0,0.0,0.0,20683095.0
without breakdown,VI,2012,15,0,0,0,0,0,0,53680647.98,0.0,0.0,0.0,0.0,53680647.98
Guimaras,VI,2012,0,0,0,172,805,0,0,0.0,5000000.0,0.0,0.0,0.0,5000000.0
Cebu,VII,2012,9,6,0,6104,27292,429,2270,1962555.0,13702000.0,0.0,0.0,0.0,15664555.0
Bohol,VII,2012,3,5,0,1624,7869,20,85,148000.0,35274120.0,0.0,0.0,0.0,35422120.0
Negros Oriental,VII,2012,4,0,0,8166,39114,395,2642,151000.0,1636120.0,0.0,0.0,0.0,1787120.0
Siquijor,VII,2012,2,8,0,4400,22000,303,3373,498220.0,9007000.0,0.0,0.0,0.0,9505220.0
Southern Leyte,VIII,2012,4,2,1,1617,6552,0,0,0.0,15000000.0,0.0,0.0,0.0,15000000.0
Samar,VIII,2012,4,2,0,1214,6070,2,5,869690.01,25000.0,0.0,0.0,0.0,894690.01
Biliran,VIII,2012,0,0,0,0,0,0,0,4750806.0,0.0,0.0,0.0,0.0,4750806.0
Eastern Samar,VIII,2012,0,0,0,0,0,0,0,184150.0,0.0,0.0,0.0,0.0,184150.0
Leyte,VIII,2012,2,5,0,1202,5912,0,13,11060991.86,1875000.0,0.0,0.0,0.0,12935991.86
without breakdown,VIII,2012,0,0,0,0,0,0,0,1154811.0,0.0,0.0,0.0,0.0,1154811.0
Northern Samar,VIII,2012,2,2,0,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga del Norte,IX,2012,4,2,1,5684,24459,8,4,0.0,0.0,0.0,0.0,0.0,0.0
Zamboanga del Sur,IX,2012,7,0,1,7756,28896,0,0,1691370.0,0.0,0.0,0.0,0.0,1691370.0
Zamboanga Sibugay,IX,2012,0,0,1,5778,29016,0,0,21432000.0,110000.0,0.0,0.0,0.0,21542000.0
Lanao del Norte,X,2012,0,0,0,34679,150793,169,1790,261905977.0,11320000.0,0.0,0.0,0.0,273225977.0
Camiguin,X,2012,0,0,0,355,1552,32,301,1685952882.05,11133600.0,0.0,0.0,0.0,1697086482.05
Misamis Occidental,X,2012,2,1,0,5662,24757,99,136,72505743.0,4350800.0,0.0,0.0,0.0,76856543.0
Misamis Oriental,X,2012,8,40,0,29455,123260,463,4109,1259827247.0,43216800.0,0.0,0.0,0.0,1303044047.0
Bukidnon,X,2012,6,5,0,48695,230947,1039,4968,283945480.0,252619300.0,0.0,0.0,0.0,536564780.0
Davao del Sur,XI,2012,0,0,0,563968,2181577,176,738,416524355.0,207855000.0,0.0,0.0,0.0,624379355.0
Compostela Valley,XI,2012,651,488,428,142040,710199,38653,56401,12586348475.0,5245152790.0,0.0,0.0,0.0,17831501265.0
Davao del Norte,XI,2012,0,18,1,169485,847440,227,2865,7662181225.0,546064510.0,0.0,0.0,0.0,8208245735.0
Davao Oriental,XI,2012,537,2271,51,111780,558900,27234,7816,8889738250.0,2818774800.0,0.0,0.0,0.0,11708513050.0
without breakdown,XI,2012,0,0,0,0,0,0,0,39679680.0,0.0,0.0,0.0,0.0,39679680.0
Cotabato,XII,2012,4,0,0,2812,11248,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sarangani,XII,2012,9,0,310,121,605,0,0,0.0,4500000.0,0.0,0.0,0.0,4500000.0
North Cotabato,XII,2012,0,1,0,8191,40955,0,0,22581342.0,10500000.0,0.0,0.0,0.0,33081342.0
South Cotabato,XII,2012,0,0,0,739,3143,3,10,0.0,24037000.0,0.0,0.0,0.0,24037000.0
Sultan Kudarat,XII,2012,0,0,0,3744,18720,0,0,0.0,16260000.0,0.0,0.0,0.0,16260000.0
Agusan del Norte,CARAGA,2012,0,9,0,1102,7027,54,493,21651398.0,78976000.0,0.0,0.0,0.0,100627398.0
Agusan del Sur,CARAGA,2012,13,21,0,49733,239063,18354,19290,150839525.0,173382693.0,0.0,0.0,0.0,324222218.0
Dinagat Islands,CARAGA,2012,0,0,0,580,2814,1,5,0.0,0.0,0.0,0.0,0.0,0.0
Surigao del Norte,CARAGA,2012,1,1,0,9532,42695,18,943,1624660.0,21575000.0,0.0,0.0,0.0,23199660.0
Surigao del Sur,CARAGA,2012,5,38,0,31677,160109,6156,17776,8440395.0,150325700.0,0.0,0.0,0.0,158766095.0
without breakdown,NCR,2012,4,0,1,8120,33349,124,1530,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2012,0,1,0,1793,6749,1,38,5982037.64,3000000.0,0.0,0.0,0.0,8982037.64
Apayao,CAR,2012,1,0,0,253,436,1,59,0.0,1300000.0,0.0,0.0,0.0,1300000.0
Benguet,CAR,2012,6,2,0,649,2438,18,55,24424283.49,87416500.0,0.0,0.0,0.0,111840783.49
Ifugao,CAR,2012,0,2,0,5,17,2,3,0.0,15750000.0,0.0,0.0,0.0,15750000.0
Kalinga,CAR,2012,0,0,0,1,7,0,12,1629600.0,12098000.0,0.0,0.0,0.0,13727600.0
Mountain Province,CAR,2012,1,1,0,126,581,6,53,1946800.0,5657000.0,0.0,0.0,0.0,7603800.0
Maguindanao,ARMM,2012,2,3,0,20876,104337,0,0,0.0,5000000.0,0.0,0.0,0.0,5000000.0
Lanao del Sur,ARMM,2012,0,0,0,30296,151895,256,368,0.0,4000000.0,0.0,0.0,0.0,4000000.0
Ilocos Sur,I,2013,2,2,0,23793,92441,3,2,32325185.160000004,33000.0,0.0,0.0,0.0,32358185.160000004
La Union,I,2013,0,0,0,5071,21251,2,2,12748602.58,29200000.0,0.0,0.0,0.0,41948602.58
Pangasinan,I,2013,7,0,0,72322,345881,14,49,168915182.53,0.0,0.0,0.0,0.0,168915182.53
Ilocos Norte,I,2013,1,1,0,7357,36032,2,33,46321789.95,3974140.0,0.0,0.0,0.0,50295929.95
Batanes,II,2013,0,0,0,3535,14651,174,1394,271200.0,0.0,0.0,0.0,0.0,271200.0
Isabela,II,2013,1,0,1,1148,4882,9,188,179992892.5,14060000.0,0.0,0.0,0.0,194052892.5
Nueva Vizcaya,II,2013,1,0,0,9896,44795,83,845,7484125.0,164412500.0,0.0,0.0,0.0,171896625.0
Quirino,II,2013,0,0,0,25029,114521,588,7612,209325755.0,53177000.0,0.0,0.0,0.0,262502755.0
Cagayan,II,2013,2,0,0,54798,262286,365,1224,185329584.0,0.0,0.0,0.0,0.0,185329584.0
Aurora,III,2013,2,0,0,16847,68002,2010,10562,483854816.0,43210000.0,0.0,0.0,0.0,527064816.0
Bulacan,III,2013,5,0,0,227721,866356,1172,3747,78522646.08,49450000.0,0.0,0.0,0.0,127972646.08
Nueva Ecija,III,2013,4,27,0,96222,476937,16435,62070,3165875589.4,165000000.0,0.0,0.0,0.0,3330875589.4
Pampanga,III,2013,8,0,1,197201,885838,262,3522,118637993.05,37625000.0,0.0,0.0,0.0,156262993.05
Zambales,III,2013,4,6,0,27584,123200,66,642,95092069.97,116172092.95,0.0,0.0,0.0,211264162.92000002
Bataan,III,2013,1,0,0,93392,420830,9,30,72149763.75,42200000.0,0.0,0.0,0.0,114349763.75
Tarlac,III,2013,3,0,0,25781,117116,2918,30466,52048976.68,65000000.0,0.0,0.0,0.0,117048976.68
Quezon,CALABARZON,2013,4,7,0,1984,8829,24,27,13735700.0,0.0,0.0,0.0,0.0,13735700.0
Batangas,CALABARZON,2013,2,3,0,1230,6102,33,782,24685118.0,50886534.0,0.0,0.0,0.0,75571652.0
Cavite,CALABARZON,2013,10,0,0,53902,267201,402,228,66745625.83,5785185.25,0.0,0.0,0.0,72530811.08
Laguna,CALABARZON,2013,1,0,0,27454,105435,2,36,67264356.97,5883497.0,0.0,0.0,0.0,73147853.97
Rizal,CALABARZON,2013,2,2,0,12968,57319,41,1445,24997246.55,175947481.9,0.0,0.0,0.0,200944728.45
Oriental Mindoro,MIMAROPA,2013,1,0,0,24873,114146,968,2619,315141602.0,578801000.0,0.0,0.0,0.0,893942602.0
Palawan,MIMAROPA,2013,21,73,24,42290,180852,9467,9473,130245935.2,573639738.19,0.0,0.0,0.0,703885673.39
Occidental Mindoro,MIMAROPA,2013,0,0,0,14786,67538,674,3021,161572897.0,203082000.0,0.0,0.0,0.0,364654897.0
Romblon,MIMAROPA,2013,0,0,0,22162,119263,574,7095,31938543.0,240792000.0,0.0,0.0,0.0,272730543.0
Marinduque,MIMAROPA,2013,0,0,0,2050,8499,5,158,49640.0,0.0,0.0,0.0,0.0,49640.0
Albay,V,2013,1,0,0,35834,158471,64,86,37138779.36,18480000.0,0.0,0.0,0.0,55618779.36
Camarines Sur,V,2013,0,10,0,41000,166670,248,1063,186764493.24,47795000.0,0.0,0.0,0.0,234559493.24
Sorsogon,V,2013,0,7,0,34141,173737,153,2276,32470735.0,14070000.0,0.0,0.0,0.0,46540735.0
Camarines Norte,V,2013,1,0,2,5214,23083,0,0,4545726.0,10000000.0,0.0,0.0,0.0,14545726.0
Catanduanes,V,2013,0,0,3,14926,69033,184,235,6431822.92,72898000.0,0.0,0.0,0.0,79329822.92
Masbate,V,2013,4,5,0,20435,104344,1462,6726,85855582.0,359709000.0,0.0,0.0,0.0,445564582.0
Aklan,VI,2013,14,726,1,116463,535725,34738,49161,414291968.5,1620437941.0,0.0,0.0,0.0,2034729909.5
Iloilo,VI,2013,186,20,10,290782,1337737,74393,83067,600445460.6,4794534804.36,0.0,0.0,0.0,5394980264.96
Antique,VI,2013,13,147,15,87866,405536,14714,32258,179483225.39,1401389869.49,0.0,0.0,0.0,1580873094.88
Guimaras,VI,2013,0,6,1,2927,11598,36,266,1937242046.25,32400000.0,0.0,0.0,0.0,1969642046.25
Negros Occidental,VI,2013,2,84,0,186125,862990,13346,49739,322362149.2,912291000.0,0.0,0.0,0.0,1234653149.2
Capiz,VI,2013,86,1093,1,156453,719685,92118,38570,171818132.6,5436363748.25,0.0,0.0,0.0,5608181880.85
Bohol,VII,2013,1,0,0,218675,1049780,197,1772,5550340.0,110000.0,0.0,0.0,0.0,5660340.0
Cebu,VII,2013,73,348,5,840625,3778881,62594,46601,1525402452.19,4151947144.52,0.0,0.0,0.0,5677349596.71
Negros Oriental,VII,2013,0,0,0,236228,1063015,49,106,1000000.0,0.0,0.0,0.0,0.0,1000000.0
Siquijor,VII,2013,0,0,0,4657,22024,0,0,5590.0,0.0,0.0,0.0,0.0,5590.0
Leyte,VIII,2013,5402,15672,931,441902,2365567,201464,180346,13842606166.45,44017305685.85,0.0,0.0,0.0,57859911852.3
Samar,VIII,2013,226,2378,54,175438,824674,6084,12241,3251076233.6,1525233420.81,0.0,0.0,0.0,4776309654.41
Biliran,VIII,2013,8,118,0,39924,187641,5444,15081,172343117.0,159260380.64,0.0,0.0,0.0,331603497.64
Eastern Samar,VIII,2013,267,8018,20,106850,497497,30625,31116,1504206113.56,3883550964.37,0.0,0.0,0.0,5387757077.93
Northern Samar,VIII,2013,0,0,0,145374,683254,0,0,109292103.5,0.0,0.0,0.0,0.0,109292103.5
Southern Leyte,VIII,2013,0,0,0,98091,461030,933,9532,41704170.0,200781962.31,0.0,0.0,0.0,242486132.31
Zamboanga del Norte,IX,2013,0,0,0,2509,12861,6,0,0.0,0.0,0.0,0.0,0.0,0.0
without breakdown,IX,2013,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Bukidnon,X,2013,0,0,0,2036,8232,16,0,0.0,0.0,0.0,0.0,0.0,0.0
Lanao del Norte,X,2013,0,4,0,500,1267,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Camiguin,X,2013,0,0,0,574,2750,2,15,0.0,0.0,0.0,0.0,0.0,0.0
Misamis Oriental,X,2013,0,0,0,3213,15787,0,3,0.0,0.0,0.0,0.0,0.0,0.0
Compostela Valley,XI,2013,2,0,0,3675,18236,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Davao del Norte,XI,2013,5,0,0,35319,170986,0,0,11241800.0,0.0,0.0,0.0,0.0,11241800.0
Davao del Sur,XI,2013,0,0,0,1569,7845,1,2,0.0,0.0,0.0,0.0,0.0,0.0
Davao Oriental,XI,2013,4,0,0,6548,37293,10,6,0.0,0.0,0.0,0.0,0.0,0.0
Sarangani,XII,2013,0,0,1,18,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Cotabato,XII,2013,0,0,0,1115,2805,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Cotabato,XII,2013,0,0,0,13557,68343,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Agusan del Norte,CARAGA,2013,0,0,0,8701,35209,0,0,105000000.0,0.0,0.0,0.0,0.0,105000000.0
Agusan del Sur,CARAGA,2013,1,0,0,293,1224,2,40,3000000.0,0.0,0.0,0.0,0.0,3000000.0
Surigao del Sur,CARAGA,2013,1,0,0,3812,17379,44,79,80000000.0,1567000.0,0.0,0.0,0.0,81567000.0
Dinagat Islands,CARAGA,2013,0,0,0,4955,24405,362,3405,0.0,13237000.0,0.0,0.0,0.0,13237000.0
Surigao del Norte,CARAGA,2013,0,0,0,5359,25645,58,2714,0.0,2200000.0,0.0,0.0,0.0,2200000.0
Caloocan,NCR,2013,0,0,0,5162,25171,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Las Pinas,NCR,2013,1,0,0,2925,15704,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Makati,NCR,2013,0,0,0,1073,5358,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Malabon,NCR,2013,0,0,0,7631,35406,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mandaluyong,NCR,2013,0,0,0,577,2895,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Manila,NCR,2013,0,0,0,4103,18600,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Marikina,NCR,2013,0,0,0,7784,37921,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Muntinlupa,NCR,2013,0,0,0,631,2742,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Navotas,NCR,2013,0,0,0,86,365,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pasay,NCR,2013,0,0,0,3014,14983,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pasig,NCR,2013,0,0,0,2192,10129,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Parañaque,NCR,2013,0,0,0,2506,12341,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Pateros,NCR,2013,0,0,0,823,3573,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon,NCR,2013,0,0,0,4431,21553,0,0,0.0,0.0,0.0,0.0,0.0,0.0
San Juan,NCR,2013,0,0,0,598,2013,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Taguig,NCR,2013,0,0,0,2731,12691,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Valenzuela,NCR,2013,0,0,0,3657,13439,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,CAR,2013,2,0,1,47,191,0,7,371552.0,47925000.0,0.0,0.0,0.0,48296552.0
Apayao,CAR,2013,1,0,2,5455,26786,1,9,53125000.0,41000000.0,0.0,0.0,0.0,94125000.0
Benguet,CAR,2013,1,3,0,2655,11963,0,4,15257252.280000001,180460646.51000002,0.0,0.0,0.0,195717898.79000002
Ifugao,CAR,2013,0,3,0,185,1200,4,178,38782762.1,16600000.0,0.0,0.0,0.0,55382762.099999994
Kalinga,CAR,2013,0,0,0,84,389,0,84,85410.08,5100000.0,0.0,0.0,0.0,5185410.08
Mountain Province,CAR,2013,1,28,2,18,110,0,17,4640821.71,220471911.0,0.0,0.0,0.0,225112732.70999998
Maguindanao,ARMM,2013,0,0,0,5425,27116,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Ilocos Sur,I,2014,1,0,1,44051,218004,1878,4594,103284276.0,62400000.0,0.0,0.0,0.0,165684276.0
La Union,I,2014,3,1,0,20598,84055,84,1914,106923609.0,126800000.0,0.0,0.0,0.0,233723609.0
Ilocos Norte,I,2014,0,3,0,10740,48990,182,1191,512501645.0,239405000.0,0.0,0.0,0.0,751906645.0
Pangasinan,I,2014,5,2,0,126837,532029,71,259,838954264.0,49000000.0,0.0,0.0,0.0,887954264.0
Batanes,II,2014,0,0,0,0,0,0,0,221180.0,0.0,0.0,0.0,0.0,221180.0
Cagayan,II,2014,1,0,0,7300,34460,108,1485,366294999.0,0.0,0.0,0.0,0.0,366294999.0
Isabela,II,2014,0,1,0,1385,5547,0,5,148333711.0,10500000.0,0.0,0.0,0.0,158833711.0
Nueva Vizcaya,II,2014,1,1,0,393,1621,20,261,0.0,0.0,0.0,0.0,0.0,0.0
Aurora,III,2014,0,0,0,63,309,0,0,39879294.0,300000.0,0.0,0.0,0.0,40179294.0
Bataan,III,2014,3,81,0,41965,193690,513,3236,485143645.0,62155000.0,0.0,0.0,0.0,547298645.0
Bulacan,III,2014,1,10,0,57677,281866,48,204,200810232.0,16917116.0,0.0,0.0,0.0,217727348.0
Nueva Ecija,III,2014,0,0,0,11298,58758,0,0,552626703.0,41450000.0,0.0,0.0,0.0,594076703.0
Pampanga,III,2014,3,9,0,17923,86161,16,55,1819210673.0,91000.0,0.0,0.0,0.0,1819301673.0
Tarlac,III,2014,0,0,0,22229,81222,1,0,391168369.0,87080000.0,0.0,0.0,0.0,478248369.0
Zambales,III,2014,1,27,0,4776,18726,189,930,53554137.0,784770.0,0.0,0.0,0.0,54338907.0
without breakdown,III,2014,0,0,0,0,0,0,0,45500000.0,0.0,0.0,0.0,0.0,45500000.0
